,PlantType,DataSource,ATBTechnologyType,FuelType,ThermalOrRenewableOrStorage,Capacity (MW),Heat Rate (Btu/kWh),CAPEX(2012$/MW),FOM(2012$/MW/yr),VOM(2012$/MWh),NSPSCompliant,NOxEmRate(lb/MMBtu),SO2EmRate(lb/MMBtu),CO2EmRate(lb/MMBtu),Lifetime(years),FuelPrice($/MMBtu),SO2 Scrubber,CoalType,Efficiency,Nameplate Energy Capacity (MWh),Minimum Energy Capacity (MWh),Maximum Charge Rate (MW),ECAPEX(2012$/MWH),PlantCategory,MinDownTime(hrs),RampRate(MW/hr),StartCost($),MinLoad(MWh),RandOpCostAdder($/MWh),OpCost($/MWh),RegOfferElig,RegOfferCost($/MW),FlexOfferElig,ContOfferElig,region,Latitude,Longitude,geometry,index_right,OBJECTID,PCA_REG,Shape_Leng,Shape_Area,PCA_Code,RTO_Code,GAMS Symbol
657,solarlat44.99lon-107.56,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,WY,44.99,-107.56,POINT (-107.56 44.99),21.0,22.0,22.0,6.97901051099,1.95827248281,p22,rto2,solarlat44.99lon-107.56WY
658,windlat44.86lon-112.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,44.86,-112.05,POINT (-112.05 44.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat44.86lon-112.05MT
659,windlat45.36lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-113.05,POINT (-113.05 45.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat45.36lon-113.05MT
660,windlat45.86lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-113.55,POINT (-113.55 45.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat45.86lon-113.55MT
661,windlat46.36lon-114.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-114.05,POINT (-114.05 46.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat46.36lon-114.05MT
662,windlat46.36lon-112.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-112.05,POINT (-112.05 46.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat46.36lon-112.05MT
663,windlat46.86lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.86,-113.05,POINT (-113.05 46.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat46.86lon-113.05MT
664,windlat47.36lon-115.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-115.05,POINT (-115.05 47.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat47.36lon-115.05MT
665,windlat47.86lon-114.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-114.55,POINT (-114.55 47.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat47.86lon-114.55MT
666,windlat48.36lon-115.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-115.55,POINT (-115.55 48.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat48.36lon-115.55MT
667,windlat48.36lon-113.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-113.55,POINT (-113.55 48.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat48.36lon-113.55MT
668,windlat48.86lon-115.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-115.05,POINT (-115.05 48.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,windlat48.86lon-115.05MT
669,solarlat44.86lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,44.86,-111.55,POINT (-111.55 44.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat44.86lon-111.55MT
670,solarlat45.36lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-113.55,POINT (-113.55 45.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat45.36lon-113.55MT
671,solarlat45.36lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-111.55,POINT (-111.55 45.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat45.36lon-111.55MT
672,solarlat45.86lon-113.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-113.05,POINT (-113.05 45.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat45.86lon-113.05MT
673,solarlat46.36lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-112.55,POINT (-112.55 46.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat46.36lon-112.55MT
674,solarlat46.86lon-114.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,46.86,-114.55,POINT (-114.55 46.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat46.86lon-114.55MT
675,solarlat47.36lon-115.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-115.05,POINT (-115.05 47.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat47.36lon-115.05MT
676,solarlat47.86lon-115.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-115.55,POINT (-115.55 47.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat47.86lon-115.55MT
677,solarlat47.86lon-113.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-113.55,POINT (-113.55 47.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat47.86lon-113.55MT
678,solarlat48.36lon-114.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-114.55,POINT (-114.55 48.36),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat48.36lon-114.55MT
679,solarlat48.86lon-115.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-115.05,POINT (-115.05 48.86),16.0,17.0,17.0,25.1067827551,11.3607225115,p17,rto1,solarlat48.86lon-115.05MT
680,windlat45.36lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-111.05,POINT (-111.05 45.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat45.36lon-111.05MT
681,windlat45.36lon-109.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-109.05,POINT (-109.05 45.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat45.36lon-109.05MT
682,windlat45.36lon-107.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-107.05,POINT (-107.05 45.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat45.36lon-107.05MT
683,windlat45.86lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-111.55,POINT (-111.55 45.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat45.86lon-111.55MT
684,windlat45.86lon-109.56,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-109.56,POINT (-109.56 45.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat45.86lon-109.56MT
685,windlat46.86lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.86,-111.05,POINT (-111.05 46.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat46.86lon-111.05MT
686,windlat47.36lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-113.05,POINT (-113.05 47.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat47.36lon-113.05MT
687,windlat47.36lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-111.05,POINT (-111.05 47.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat47.36lon-111.05MT
688,windlat47.86lon-112.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-112.55,POINT (-112.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat47.86lon-112.55MT
689,windlat47.86lon-110.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-110.55,POINT (-110.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat47.86lon-110.55MT
690,windlat47.86lon-108.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-108.55,POINT (-108.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat47.86lon-108.55MT
691,windlat48.36lon-111.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-111.55,POINT (-111.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.36lon-111.55MT
692,windlat48.36lon-109.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-109.55,POINT (-109.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.36lon-109.55MT
693,windlat48.36lon-107.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-107.55,POINT (-107.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.36lon-107.55MT
694,windlat48.86lon-113.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-113.05,POINT (-113.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.86lon-113.05MT
695,windlat48.86lon-111.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-111.05,POINT (-111.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.86lon-111.05MT
696,windlat48.86lon-109.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-109.05,POINT (-109.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,windlat48.86lon-109.05MT
697,solarlat45.36lon-109.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-109.55,POINT (-109.55 45.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat45.36lon-109.55MT
698,solarlat45.36lon-107.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-107.55,POINT (-107.55 45.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat45.36lon-107.55MT
699,solarlat45.86lon-111.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-111.05,POINT (-111.05 45.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat45.86lon-111.05MT
700,solarlat45.86lon-109.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-109.05,POINT (-109.05 45.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat45.86lon-109.05MT
701,solarlat45.86lon-107.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-107.05,POINT (-107.05 45.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat45.86lon-107.05MT
702,solarlat46.36lon-110.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-110.55,POINT (-110.55 46.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat46.36lon-110.55MT
703,solarlat46.86lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,46.86,-112.55,POINT (-112.55 46.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat46.86lon-112.55MT
704,solarlat47.36lon-113.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-113.05,POINT (-113.05 47.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat47.36lon-113.05MT
705,solarlat47.36lon-111.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-111.05,POINT (-111.05 47.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat47.36lon-111.05MT
706,solarlat47.86lon-111.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-111.55,POINT (-111.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat47.86lon-111.55MT
707,solarlat47.86lon-109.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-109.55,POINT (-109.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat47.86lon-109.55MT
708,solarlat47.86lon-107.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,47.86,-107.55,POINT (-107.55 47.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat47.86lon-107.55MT
709,solarlat48.36lon-112.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-112.55,POINT (-112.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.36lon-112.55MT
710,solarlat48.36lon-110.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-110.55,POINT (-110.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.36lon-110.55MT
711,solarlat48.36lon-108.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.36,-108.55,POINT (-108.55 48.36),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.36lon-108.55MT
712,solarlat48.86lon-113.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-113.05,POINT (-113.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.86lon-113.05MT
713,solarlat48.86lon-111.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-111.05,POINT (-111.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.86lon-111.05MT
714,solarlat48.86lon-109.05,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,48.86,-109.05,POINT (-109.05 48.86),17.0,18.0,18.0,38.784948004,15.8595269462,p18,rto2,solarlat48.86lon-109.05MT
715,windlat45.36lon-105.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-105.05,POINT (-105.05 45.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat45.36lon-105.05MT
716,windlat45.86lon-108.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,45.86,-108.05,POINT (-108.05 45.86),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat45.86lon-108.05MT
717,windlat46.36lon-110.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-110.05,POINT (-110.05 46.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat46.36lon-110.05MT
718,windlat46.36lon-108.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-108.05,POINT (-108.05 46.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat46.36lon-108.05MT
719,windlat46.86lon-109.05,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,46.86,-109.05,POINT (-109.05 46.86),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat46.86lon-109.05MT
720,windlat47.36lon-109.55,atb,TRG 3 - Mid,Wind,renewable,500,0.0,680807.9999999999,29657.6985,0.0,Yes,0.0,0.0,0.0,30,0.0,,,,,,,,Renewable,0,500.0,51.044908848377055,0.0,0.0,0.0,0,0.0,0,0,MT,47.36,-109.55,POINT (-109.55 47.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,windlat47.36lon-109.55MT
721,solarlat45.36lon-105.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,45.36,-105.55,POINT (-105.55 45.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,solarlat45.36lon-105.55MT
722,solarlat46.36lon-108.55,atb,Utility PV - 20% - Mid,Solar,renewable,100,0.0,571189.0038,13424.87916,0.0,Yes,0.0,0.0,0.0,20,0.0,,,,,,,,Renewable,0,100.0,10.208981769675411,0.0,0.0,0.0,0,0.0,0,0,MT,46.36,-108.55,POINT (-108.55 46.36),19.0,20.0,20.0,20.9742682172,7.3768607769,p20,rto2,solarlat46.36lon-108.55MT
